Gen 178:	aveUtil = 453.931
Gen 179:	aveUtil = 455.203
Gen 180:	aveUtil = 451.357
Gen 181:	aveUtil = 455.002
Gen 182:	aveUtil = 454.165
Gen 183:	aveUtil = 459.081
Gen 184:	aveUtil = 459.778
Gen 185:	aveUtil = 459.866
Gen 186:	aveUtil = 460.535
Gen 187:	aveUtil = 456.568
Gen 188:	aveUtil = 458.512
Gen 189:	aveUtil = 458.989
Gen 190:	aveUtil = 465.425
Gen 191:	aveUtil = 463.765
Gen 192:	aveUtil = 464.924
Gen 193:	aveUtil = 465.389
Gen 194:	aveUtil = 462.371
Gen 195:	aveUtil = 469.073
Gen 196:	aveUtil = 465.391
Gen 197:	aveUtil = 467.111
Gen 198:	aveUtil = 463.745
Gen 199:	aveUtil = 464.45
Gen 200:	aveUtil = 466.551
Gen 201:	aveUtil = 465.549
Gen 202:	aveUtil = 466.189
Gen 203:	aveUtil = 462.951
Gen 204:	aveUtil = 468.016
Gen 205:	aveUtil = 471.388
Gen 206:	aveUtil = 468.64
Gen 207:	aveUtil = 468.071
Gen 208:	aveUtil = 471.114
Gen 209:	aveUtil = 472.095
Gen 210:	aveUtil = 471.573
Gen 211:	aveUtil = 470.884
Gen 212:	aveUtil = 471.111
Gen 213:	aveUtil = 472.673
Gen 214:	aveUtil = 475.962
Gen 215:	aveUtil = 473.305
Gen 216:	aveUtil = 470.276
Gen 217:	aveUtil = 475.903
Gen 218:	aveUtil = 473.925
Gen 219:	aveUtil = 473.181
Gen 220:	aveUtil = 476.048
Gen 221:	aveUtil = 473.822
Gen 222:	aveUtil = 476.858
Gen 223:	aveUtil = 473.406
Gen 224:	aveUtil = 475.769
Gen 225:	aveUtil = 476.993
Gen 226:	aveUtil = 476.126
Gen 227:	aveUtil = 476.506
Gen 228:	aveUtil = 480.613
Gen 229:	aveUtil = 479.864
Gen 230:	aveUtil = 483.4
Gen 231:	aveUtil = 480.534
Gen 232:	aveUtil = 478.602
Gen 233:	aveUtil = 482.682
Gen 234:	aveUtil = 484.295
Gen 235:	aveUtil = 484.479
Gen 236:	aveUtil = 484.484
Gen 237:	aveUtil = 480.231
Gen 238:	aveUtil = 484.235
Gen 239:	aveUtil = 483.832
Gen 240:	aveUtil = 481.657
Gen 241:	aveUtil = 480.042
Gen 242:	aveUtil = 485.307
Gen 243:	aveUtil = 484.764
Gen 244:	aveUtil = 483.916
Gen 245:	aveUtil = 489.014
Gen 246:	aveUtil = 489.381
Gen 247:	aveUtil = 489.264
Gen 248:	aveUtil = 485.785
Gen 249:	aveUtil = 484.61
Gen 250:	aveUtil = 485.135
Gen 251:	aveUtil = 488.334
Gen 252:	aveUtil = 488.018
Gen 253:	aveUtil = 488.739
Gen 254:	aveUtil = 490.482
Gen 255:	aveUtil = 489.915
Gen 256:	aveUtil = 490.441
Gen 257:	aveUtil = 492.04
Gen 258:	aveUtil = 491.137
Gen 259:	aveUtil = 492.469
Gen 260:	aveUtil = 494.639
Gen 261:	aveUtil = 494.611
Gen 262:	aveUtil = 495.656
Gen 263:	aveUtil = 495.695
Gen 264:	aveUtil = 493.196
Gen 265:	aveUtil = 496.816
Gen 266:	aveUtil = 497.528
Gen 267:	aveUtil = 498.842
Gen 268:	aveUtil = 498.873
Gen 269:	aveUtil = 497.549
Gen 270:	aveUtil = 497.954
Gen 271:	aveUtil = 500.919
Gen 272:	aveUtil = 499.619
Gen 273:	aveUtil = 501.41
Gen 274:	aveUtil = 495.739
Gen 275:	aveUtil = 498.52
Gen 276:	aveUtil = 502.746
Gen 277:	aveUtil = 500.223
Gen 278:	aveUtil = 505.135
Gen 279:	aveUtil = 502.978
Gen 280:	aveUtil = 501.541
Gen 281:	aveUtil = 506.774
Gen 282:	aveUtil = 502.649
Gen 283:	aveUtil = 503.828
Gen 284:	aveUtil = 506.117
Gen 285:	aveUtil = 507.134
Gen 286:	aveUtil = 506.693
Gen 287:	aveUtil = 506.512
Gen 288:	aveUtil = 507.813
Gen 289:	aveUtil = 506.278
Gen 290:	aveUtil = 512.938
Gen 291:	aveUtil = 510.927
Gen 292:	aveUtil = 510.373
Gen 293:	aveUtil = 513.049
Gen 294:	aveUtil = 514.607
Gen 295:	aveUtil = 515.215
Gen 296:	aveUtil = 514.814
Gen 297:	aveUtil = 512.04
Gen 298:	aveUtil = 516.645
Gen 299:	aveUtil = 512.454
Gen 300:	aveUtil = 517.245
Gen 301:	aveUtil = 517.404
Gen 302:	aveUtil = 515.171
Gen 303:	aveUtil = 517.0
Gen 304:	aveUtil = 519.561
Gen 305:	aveUtil = 519.711
Gen 306:	aveUtil = 519.987
Gen 307:	aveUtil = 522.888
Gen 308:	aveUtil = 517.422
Gen 309:	aveUtil = 518.255
Gen 310:	aveUtil = 520.81
Gen 311:	aveUtil = 525.778
Gen 312:	aveUtil = 523.332
Gen 313:	aveUtil = 523.094
Gen 314:	aveUtil = 522.448
Gen 315:	aveUtil = 516.691
Gen 316:	aveUtil = 524.263
Gen 317:	aveUtil = 523.24
Gen 318:	aveUtil = 524.347
Gen 319:	aveUtil = 524.18
Gen 320:	aveUtil = 526.448
Gen 321:	aveUtil = 526.564
Gen 322:	aveUtil = 527.46
Gen 323:	aveUtil = 528.158
Gen 324:	aveUtil = 530.476
Gen 325:	aveUtil = 526.867
Gen 326:	aveUtil = 530.856
Gen 327:	aveUtil = 531.784
Gen 328:	aveUtil = 528.951
Gen 329:	aveUtil = 531.16
Gen 330:	aveUtil = 530.369
Gen 331:	aveUtil = 530.436
Gen 332:	aveUtil = 531.175
Gen 333:	aveUtil = 527.48
Gen 334:	aveUtil = 532.013
Gen 335:	aveUtil = 532.772
Gen 336:	aveUtil = 527.121
Gen 337:	aveUtil = 532.606
Gen 338:	aveUtil = 532.58
Gen 339:	aveUtil = 535.046
Gen 340:	aveUtil = 530.256
Gen 341:	aveUtil = 534.942
Gen 342:	aveUtil = 537.896
Gen 343:	aveUtil = 538.399
Gen 344:	aveUtil = 538.816
Gen 345:	aveUtil = 537.705
Gen 346:	aveUtil = 539.794
Gen 347:	aveUtil = 538.196
Gen 348:	aveUtil = 540.923
Gen 349:	aveUtil = 538.888
Gen 350:	aveUtil = 536.459
Gen 351:	aveUtil = 539.822
Gen 352:	aveUtil = 540.207
Gen 353:	aveUtil = 540.868
Gen 354:	aveUtil = 540.542
Gen 355:	aveUtil = 538.16
Gen 356:	aveUtil = 540.729
Gen 357:	aveUtil = 542.086
Gen 358:	aveUtil = 546.724
Gen 359:	aveUtil = 545.896
Gen 360:	aveUtil = 546.476
Gen 361:	aveUtil = 548.902
Gen 362:	aveUtil = 548.672
Gen 363:	aveUtil = 547.167
Gen 364:	aveUtil = 548.772
Gen 365:	aveUtil = 546.734
Gen 366:	aveUtil = 549.663
Gen 367:	aveUtil = 551.369
Gen 368:	aveUtil = 552.14
Gen 369:	aveUtil = 552.209
Gen 370:	aveUtil = 553.442
Gen 371:	aveUtil = 550.479
Gen 372:	aveUtil = 553.253
Gen 373:	aveUtil = 554.269
Gen 374:	aveUtil = 551.743
Gen 375:	aveUtil = 554.111
Gen 376:	aveUtil = 549.123
Gen 377:	aveUtil = 548.943
Gen 378:	aveUtil = 554.985
Gen 379:	aveUtil = 554.803
Gen 380:	aveUtil = 554.957
Gen 381:	aveUtil = 552.914
Gen 382:	aveUtil = 550.796
Gen 383:	aveUtil = 550.029
Gen 384:	aveUtil = 556.538
Gen 385:	aveUtil = 556.406
Gen 386:	aveUtil = 552.862
Gen 387:	aveUtil = 554.669
Gen 388:	aveUtil = 555.731
Gen 389:	aveUtil = 555.307
Gen 390:	aveUtil = 558.667
Gen 391:	aveUtil = 561.985
Gen 392:	aveUtil = 560.07
Gen 393:	aveUtil = 560.159
Gen 394:	aveUtil = 561.949
Gen 395:	aveUtil = 559.509
Gen 396:	aveUtil = 558.297
Gen 397:	aveUtil = 556.102
Gen 398:	aveUtil = 558.063
Gen 399:	aveUtil = 559.846
Gen 400:	aveUtil = 560.693
Gen 401:	aveUtil = 562.25
Gen 402:	aveUtil = 564.772
Gen 403:	aveUtil = 561.83
Gen 404:	aveUtil = 562.994
Gen 405:	aveUtil = 561.028
Gen 406:	aveUtil = 562.616
Gen 407:	aveUtil = 562.77
Gen 408:	aveUtil = 560.565
Gen 409:	aveUtil = 563.237
Gen 410:	aveUtil = 566.682
Gen 411:	aveUtil = 568.394
Gen 412:	aveUtil = 563.741
Gen 413:	aveUtil = 565.941
Gen 414:	aveUtil = 564.183
Gen 415:	aveUtil = 562.502
Gen 416:	aveUtil = 564.676
Gen 417:	aveUtil = 568.168
Gen 418:	aveUtil = 568.17
Gen 419:	aveUtil = 566.16
Gen 420:	aveUtil = 567.424
Gen 421:	aveUtil = 566.332
Gen 422:	aveUtil = 564.502
Gen 423:	aveUtil = 566.558
Gen 424:	aveUtil = 565.368
Gen 425:	aveUtil = 560.544
Gen 426:	aveUtil = 564.428
Gen 427:	aveUtil = 561.362
Gen 428:	aveUtil = 564.8
Gen 429:	aveUtil = 561.367
Gen 430:	aveUtil = 569.316
Gen 431:	aveUtil = 570.401
Gen 432:	aveUtil = 566.824
Gen 433:	aveUtil = 569.592
Gen 434:	aveUtil = 573.672
Gen 435:	aveUtil = 568.4
Gen 436:	aveUtil = 570.441
Gen 437:	aveUtil = 571.365
Gen 438:	aveUtil = 573.625
Gen 439:	aveUtil = 570.477
Gen 440:	aveUtil = 572.437
Gen 441:	aveUtil = 574.979
Gen 442:	aveUtil = 573.544
Gen 443:	aveUtil = 573.103
Gen 444:	aveUtil = 567.767
Gen 445:	aveUtil = 570.789
Gen 446:	aveUtil = 570.091
Gen 447:	aveUtil = 577.163
Gen 448:	aveUtil = 570.743
Gen 449:	aveUtil = 571.885
Gen 450:	aveUtil = 573.271
Gen 451:	aveUtil = 573.081
Gen 452:	aveUtil = 579.624
Gen 453:	aveUtil = 577.955
Gen 454:	aveUtil = 577.229
Gen 455:	aveUtil = 576.955
Gen 456:	aveUtil = 572.2
Gen 457:	aveUtil = 568.978
Gen 458:	aveUtil = 574.682
Gen 459:	aveUtil = 575.584
Gen 460:	aveUtil = 572.636
Gen 461:	aveUtil = 577.192
Gen 462:	aveUtil = 577.574
Gen 463:	aveUtil = 576.884
Gen 464:	aveUtil = 576.617
Gen 465:	aveUtil = 574.336
Gen 466:	aveUtil = 577.605
Gen 467:	aveUtil = 573.883
Gen 468:	aveUtil = 575.311
Gen 469:	aveUtil = 576.65
Gen 470:	aveUtil = 576.058
Gen 471:	aveUtil = 570.306
Gen 472:	aveUtil = 576.515
Gen 473:	aveUtil = 577.076
Gen 474:	aveUtil = 576.394
Gen 475:	aveUtil = 577.121
Gen 476:	aveUtil = 573.962
Gen 477:	aveUtil = 575.239
Gen 478:	aveUtil = 576.293
Gen 479:	aveUtil = 580.206
Gen 480:	aveUtil = 578.011
Gen 481:	aveUtil = 577.148
Gen 482:	aveUtil = 573.204
Gen 483:	aveUtil = 577.879
Gen 484:	aveUtil = 580.698
Gen 485:	aveUtil = 580.118
Gen 486:	aveUtil = 577.66
Gen 487:	aveUtil = 578.821
Gen 488:	aveUtil = 578.606
Gen 489:	aveUtil = 576.072
Gen 490:	aveUtil = 576.493
Gen 491:	aveUtil = 576.856
Gen 492:	aveUtil = 575.387
Gen 493:	aveUtil = 582.281
Gen 494:	aveUtil = 578.854
Gen 495:	aveUtil = 582.291
Gen 496:	aveUtil = 584.235
Gen 497:	aveUtil = 582.731
Gen 498:	aveUtil = 582.837
Gen 499:	aveUtil = 580.408
Gen 500:	aveUtil = 586.433
Gen 501:	aveUtil = 581.954
Gen 502:	aveUtil = 581.698
Gen 503:	aveUtil = 580.274
Gen 504:	aveUtil = 583.924
Gen 505:	aveUtil = 580.117
Gen 506:	aveUtil = 581.235
Gen 507:	aveUtil = 579.777
Gen 508:	aveUtil = 583.056
Gen 509:	aveUtil = 584.803
Gen 510:	aveUtil = 591.262
Gen 511:	aveUtil = 584.0
Gen 512:	aveUtil = 584.208
Gen 513:	aveUtil = 586.124
Gen 514:	aveUtil = 586.292
Gen 515:	aveUtil = 586.745
Gen 516:	aveUtil = 587.632
Gen 517:	aveUtil = 587.871
Gen 518:	aveUtil = 589.962
Gen 519:	aveUtil = 588.897
Gen 520:	aveUtil = 584.221
Gen 521:	aveUtil = 586.478
Gen 522:	aveUtil = 586.413
Gen 523:	aveUtil = 587.837
Gen 524:	aveUtil = 584.72
Gen 525:	aveUtil = 586.092
Gen 526:	aveUtil = 591.821
Gen 527:	aveUtil = 589.128
Gen 528:	aveUtil = 588.635
Gen 529:	aveUtil = 586.886
Gen 530:	aveUtil = 590.42
Gen 531:	aveUtil = 591.22
Gen 532:	aveUtil = 592.207
Gen 533:	aveUtil = 589.619
Gen 534:	aveUtil = 591.459
Gen 535:	aveUtil = 591.564
Gen 536:	aveUtil = 588.731
Gen 537:	aveUtil = 591.876
Gen 538:	aveUtil = 588.075
Gen 539:	aveUtil = 588.579
Gen 540:	aveUtil = 593.629
Gen 541:	aveUtil = 592.581
Gen 542:	aveUtil = 592.678
Gen 543:	aveUtil = 595.497
Gen 544:	aveUtil = 595.743
Gen 545:	aveUtil = 595.388
Gen 546:	aveUtil = 593.096
Gen 547:	aveUtil = 592.844
Gen 548:	aveUtil = 593.331
Gen 549:	aveUtil = 591.789
Gen 550:	aveUtil = 595.438
Gen 551:	aveUtil = 589.391
Gen 552:	aveUtil = 590.49
Gen 553:	aveUtil = 588.118
Gen 554:	aveUtil = 588.898
Gen 555:	aveUtil = 591.268
Gen 556:	aveUtil = 586.883
Gen 557:	aveUtil = 594.319
Gen 558:	aveUtil = 589.968
Gen 559:	aveUtil = 596.371
Gen 560:	aveUtil = 596.354
Gen 561:	aveUtil = 591.889
Gen 562:	aveUtil = 595.963
Gen 563:	aveUtil = 594.642
Gen 564:	aveUtil = 595.556
Gen 565:	aveUtil = 595.652
Gen 566:	aveUtil = 590.696
Gen 567:	aveUtil = 596.893
Gen 568:	aveUtil = 599.256
Gen 569:	aveUtil = 593.89
Gen 570:	aveUtil = 592.264
Gen 571:	aveUtil = 595.704
Gen 572:	aveUtil = 599.108
Gen 573:	aveUtil = 595.671
Gen 574:	aveUtil = 597.988
Gen 575:	aveUtil = 598.65
Gen 576:	aveUtil = 594.411
Gen 577:	aveUtil = 593.683
max Utility = 659.2, weight = 496.0max Utility knapsack 
:[False False False  True  True False  True False  True False False  True
 False  True False False  True False False False False False False False
 False False False False  True  True False False False False  True False
 False False  True False False False False False  True False False False
 False False False False False False False  True False False False False
 False False  True False False  True False False False False False False
 False False False False False  True False False  True False False False
  True False False False  True False False False False False False False
 False False  True False False False False False False  True False False
 False False False False False  True False False False False  True  True
 False False False False False  True  True False False False  True False
  True False  True False False False False False False False False False
 False False  True False False  True False False False False False False
 False  True False False False  True False False False  True False False
  True False  True False False False False False False False  True False
 False False False  True False False False False False False  True False
  True False False  True False False False False False  True False False
 False  True False False False False False  True False False False False
  True  True False False False  True False False False  True False False
  True  True  True False False False False False  True False False False
 False False  True False False False False  True False False False False
 False False False False  True False False  True False False  True  True
  True False False False False  True False False False False False False
  True False False False False False  True False False False False False
 False False False  True False False False False False False False False
 False False False  True False False False False  True False False False
 False False False False False False False  True  True  True False False
 False False False  True False False False  True False  True  True False
 False False  True False False  True  True False False False  True False
 False False  True False False  True  True False False  True False False
 False  True  True False False False False False False False False False
 False False  True False False  True False False False  True False  True
 False False  True False False False False  True  True False  True False
 False False False False]
